"ID_CLIENTE","FECHA_INTERACCION","NOMBRE_CORTO_DE_EXPERIENCIA","CALIFICACION"
"32","5/14/2021 16:08","Bono virtual Crepes&Waffles 30","5"
"32","5/14/2021 16:08","Bono virtual Crepes&Waffles 30","5"
"32","5/14/2021 16:08","Bono virtual Crepes&Waffles 30","5"
"32","5/14/2021 16:08","Bono virtual Crepes&Waffles 30","5"
"33","5/14/2021 17:33","Bono virtual Crepes&Waffles 10","5"
"33","5/14/2021 17:33","Bono virtual Crepes&Waffles 30","5"
"33","5/14/2021 17:33","Bono virtual Crepes&Waffles 30","5"
"33","5/14/2021 17:33","Bono virtual Crepes&Waffles 30","5"
"34","5/15/2021 17:32","Bono virtual Crepes&Waffles 10","5"
"35","5/15/2021 18:21","Bono virtual Crepes&Waffles 10","5"
"36","5/16/2021 7:42","Combo hamburguesa el Corral ","5"
"36","5/16/2021 7:42","Bono virtual Crepes&Waffles 30","5"
"36","5/16/2021 7:42","Bono virtual Crepes&Waffles 30","5"
"36","5/16/2021 7:42","Bono virtual Crepes&Waffles 20","5"
"36","5/16/2021 7:42","Bono virtual Crepes&Waffles 20","5"
"36","5/16/2021 7:42","Bono virtual Crepes&Waffles 10","3"
"37","5/16/2021 10:40","Disfruta el mejor pollo asado","1"
"38","5/17/2021 14:56","Bono virtual Crepes&Waffles 10","5"
"39","5/17/2021 15:04","Restaurantes 50","5"
"3","5/18/2021 18:55","Supermercados 50","5"
"40","5/19/2021 16:04","Supermercados 50","5"
"40","5/19/2021 16:04","Supermercados 50","5"
"41","5/19/2021 21:49","Bono virtual Crepes&Waffles 30","5"
"42","5/20/2021 11:28","Restaurantes 50","5"
"43","5/20/2021 14:27","Bono mercado Justo y Bueno 20 ","5"
"43","5/20/2021 14:27","Bono mercado Justo y Bueno 20 ","5"
"44","5/21/2021 13:35","Bono virtual Crepes&Waffles 30","5"
"44","5/21/2021 13:36","Bono virtual Crepes&Waffles 30","5"
"45","5/22/2021 16:15","Bono virtual Crepes&Waffles 10","5"
"46","5/22/2021 23:37","Restaurantes 30","5"
"46","5/22/2021 23:39","Combo hamburguesa el Corral ","5"
"47","5/24/2021 13:38","Bono mercado Justo y Bueno 50 ","5"
"47","5/24/2021 13:38","Bono mercado Justo y Bueno 50 ","5"
"48","5/25/2021 13:37","Bono mercado Justo y Bueno 50 ","4"
"48","5/25/2021 13:37","Bono mercado Justo y Bueno 50 ","4"
"48","5/25/2021 13:38","Bono mercado Justo y Bueno 20 ","4"
"49","5/25/2021 19:33","Restaurantes 50","5"
"50","5/26/2021 11:53","Restaurantes 50","5"
"50","5/26/2021 11:53","Restaurantes 50","5"
"51","5/26/2021 19:03","RED Curso virtual de yoga","5"
"52","5/28/2021 10:11","Bonos corral","5"
"52","5/28/2021 10:11","Bonos corral","5"
"52","5/28/2021 10:11","Bonos corral","5"
"52","5/28/2021 10:11","Bonos corral","5"
"53","5/28/2021 21:30","Bono virtual Crepes&Waffles 30","5"
"54","5/29/2021 17:27","Cafe 30 ifood","5"
"54","5/29/2021 17:27","Postres 30","5"
"55","5/31/2021 17:41","Combo hamburguesa el Corral ","3"
"55","5/31/2021 17:41","Combo hamburguesa el Corral ","3"
"55","5/31/2021 17:41","Combo hamburguesa el Corral ","3"
"55","5/31/2021 17:41","Combo hamburguesa el Corral ","3"
"55","5/31/2021 17:41","Combo hamburguesa el Corral ","3"
"55","5/31/2021 17:41","Combo hamburguesa el Corral ","3"
"56","6/2/2021 11:57","Bono mercado Justo y Bueno 20 ","1"
"57","6/3/2021 8:16","Restaurantes 50","4"
"57","6/3/2021 9:54","Bono mercado Justo y Bueno 20 ","4"
"58","6/5/2021 22:20","Bono virtual Crepes&Waffles 10","5"
"58","6/5/2021 22:20","Bono virtual Crepes&Waffles 10","5"
"58","6/5/2021 22:20","Bono virtual Crepes&Waffles 10","5"
"58","6/5/2021 22:20","Bono virtual Crepes&Waffles 10","5"
"58","6/5/2021 22:20","Bono virtual Crepes&Waffles 10","5"
"58","6/5/2021 22:20","Bono virtual Crepes&Waffles 10","5"
"58","6/5/2021 22:20","Bono virtual Crepes&Waffles 10","5"
"58","6/5/2021 22:20","Bono virtual Crepes&Waffles 10","5"
"58","6/5/2021 22:20","Bono virtual Crepes&Waffles 10","5"
"58","6/5/2021 22:20","Bono virtual Crepes&Waffles 10","5"
"58","6/5/2021 22:20","Bono virtual Crepes&Waffles 10","5"
"58","6/5/2021 22:20","Bono virtual Crepes&Waffles 10","5"
"59","6/7/2021 14:29","El mejor cafe para compartir16","5"
"59","6/7/2021 14:30","Bono mercado Justo y Bueno 20 ","5"
"60","6/8/2021 11:44","Restaurantes 50","5"
"60","6/8/2021 11:44","Bono mercado Justo y Bueno 50 ","5"
"61","6/10/2021 10:29","Combo hamburguesa el Corral ","5"
"61","6/10/2021 10:29","Combo hamburguesa el Corral ","5"
"61","6/10/2021 10:29","Combo hamburguesa el Corral ","5"
"62","6/11/2021 9:23","Bono mercado Justo y Bueno 20 ","5"
"63","6/11/2021 10:08","Zapatoca 20","5"
"63","6/11/2021 10:08","Zapatoca 20","5"
"64","6/11/2021 11:13","hamburguesa Corral domicilio","3"
"64","6/11/2021 11:13","hamburguesa Corral domicilio","3"
"65","6/11/2021 11:14","Combo hamburguesa el Corral ","5"
"65","6/11/2021 11:14","Combo hamburguesa el Corral ","5"
"65","6/11/2021 11:14","Combo hamburguesa el Corral ","5"
"66","6/12/2021 5:47","Zapatoca 50","5"
"66","6/12/2021 5:47","Zapatoca 50","5"
"66","6/12/2021 5:47","Bono virtual Crepes&Waffles 30","4"
"66","6/12/2021 5:47","Bono virtual Crepes&Waffles 30","4"
"66","6/12/2021 5:47","Bono virtual Crepes&Waffles 30","4"
"66","6/12/2021 5:47","Bono virtual Crepes&Waffles 30","4"
"67","6/14/2021 16:37","Bono virtual Crepes&Waffles 20","1"
"67","6/14/2021 16:37","Bono virtual Crepes&Waffles 20","1"
"68","6/16/2021 10:09","Bono virtual Crepes&Waffles 10","5"
"69","6/16/2021 14:26","Zapatoca 50","4"
"70","6/19/2021 8:02","Bono virtual Crepes&Waffles 30","5"
"70","6/19/2021 8:02","Bono virtual Crepes&Waffles 30","5"
"71","6/23/2021 10:12","Bono mercado Justo y Bueno 30 ","5"
"72","6/23/2021 10:22","Combo hamburguesa el Corral ","5"
"72","6/23/2021 10:22","Combo hamburguesa el Corral ","5"
"72","6/23/2021 10:22","Combo hamburguesa el Corral ","5"
"72","6/23/2021 10:22","Combo hamburguesa el Corral ","5"
"72","6/23/2021 10:22","Combo hamburguesa el Corral ","5"
"72","6/23/2021 10:22","Combo hamburguesa el Corral ","5"
"73","6/23/2021 10:47","Bono virtual Crepes&Waffles 10","4"
"74","6/26/2021 10:08","Zapatoca 30","5"
"74","6/26/2021 10:08","Bono virtual Crepes&Waffles 10","5"
"74","6/26/2021 10:08","Bono virtual Crepes&Waffles 10","5"
"75","6/27/2021 5:50","Bono mercado Justo y Bueno 20 ","4"
"75","6/27/2021 5:50","Zapatoca 20","4"
"76","6/27/2021 8:45","RED Cur Vir Code Design","1"
"76","6/27/2021 8:46","RED Cur vir de dibujo manga ","1"
"2","6/30/2021 10:05","Curso Prueba","4"
"2","6/30/2021 10:05","Curso Prueba","4"
"77","7/3/2021 19:28","Bono virtual Crepes&Waffles 20","5"
"77","7/3/2021 19:28","Bono virtual Crepes&Waffles 30","5"
"77","7/3/2021 19:28","Bono virtual Crepes&Waffles 30","5"
"78","7/5/2021 10:05","Bono virtual Crepes&Waffles 30","5"
"78","7/5/2021 10:05","Bono virtual Crepes&Waffles 30","5"
"79","7/6/2021 9:40","Zapatoca 30","5"
"80","7/6/2021 18:38","Bono mercado Justo y Bueno 50 ","4"
"81","7/10/2021 10:48","Lo mejor para tu gato 30","5"
"82","7/10/2021 21:39","Bono mercado Justo y Bueno 50 ","4"
"82","7/10/2021 21:39","Bono mercado Justo y Bueno 50 ","4"
"83","7/12/2021 10:49","Disfruta las mejores carnes","5"
"83","7/12/2021 10:49","Disfruta las mejores carnes","5"
"84","7/14/2021 10:28","Bono mercado Justo y Bueno 50 ","5"
"84","7/14/2021 10:29","Bono mercado Justo y Bueno 50 ","5"
"84","7/14/2021 10:29","Bono virtual Crepes&Waffles 10","5"
"85","7/14/2021 16:34","Combo hamburguesa el Corral ","5"
"85","7/14/2021 16:34","Combo hamburguesa el Corral ","5"
"85","7/14/2021 16:35","Bono virtual Crepes&Waffles 30","5"
"85","7/14/2021 16:35","Bono virtual Crepes&Waffles 30","5"
"85","7/14/2021 16:35","Bono virtual Crepes&Waffles 30","5"
"86","7/14/2021 17:06","Disfruta las mejores carnes","5"
"50","7/15/2021 13:16","Curso Prueba","3"
"50","7/15/2021 13:16","Curso Prueba","3"
"50","7/16/2021 15:00","Curso Prueba","4"
"87","7/18/2021 10:05","Combo hamburguesa el Corral ","5"
"88","7/18/2021 10:06","Combo hamburguesa el Corral ","5"
"88","7/18/2021 10:06","Combo hamburguesa el Corral ","5"
"88","7/18/2021 10:06","Combo hamburguesa el Corral ","5"
"88","7/18/2021 10:07","Combo hamburguesa el Corral ","5"
"88","7/18/2021 10:07","Combo hamburguesa el Corral ","5"
"88","7/18/2021 10:07","Combo hamburguesa el Corral ","5"
"89","7/19/2021 12:46","Mundo Aventura UBIN","5"
"89","7/19/2021 12:46","Mundo Aventura UBIN","5"
"90","7/21/2021 15:23","Bono virtual Crepes&Waffles 20","5"
"91","7/22/2021 10:05","Bono mercado Justo y Bueno 50 ","4"
"92","7/22/2021 10:45","Bono mercado Justo y Bueno 20 ","5"
"92","7/22/2021 10:45","Bono mercado Justo y Bueno 20 ","5"
"93","7/22/2021 14:32","Bono mercado Justo y Bueno 20 ","5"
"93","7/22/2021 14:32","Bono mercado Justo y Bueno 20 ","5"
"94","7/23/2021 8:25","Bono mercado Justo y Bueno 20 ","5"
"94","7/23/2021 8:25","Combo hamburguesa el Corral ","5"
"94","7/23/2021 8:26","Supermercados 50","5"
"95","7/23/2021 10:05","Bono virtual Crepes&Waffles 20","5"
"95","7/23/2021 10:05","Bono virtual Crepes&Waffles 30","5"
"95","7/23/2021 10:05","Bono virtual Crepes&Waffles 30","5"
"95","7/23/2021 10:05","Bono virtual Crepes&Waffles 30","5"
"95","7/23/2021 10:05","Restaurantes 50","5"
"95","7/23/2021 10:05","Restaurantes 30","5"
"95","7/23/2021 10:05","Restaurantes 30","5"
"96","7/23/2021 10:09","Bono mercado Justo y Bueno 50 ","4"
"96","7/23/2021 10:10","Bono mercado Justo y Bueno 20 ","4"
"97","7/23/2021 10:23","Restaurantes 30","5"
"97","7/23/2021 10:23","Restaurantes 30","5"
"97","7/23/2021 10:23","Bono virtual Crepes&Waffles 10","5"
"97","7/23/2021 10:23","Bono virtual Crepes&Waffles 10","5"
"97","7/23/2021 10:23","Bono virtual Crepes&Waffles 10","5"
"98","7/23/2021 10:35","Disfruta el mejor pollo asado","1"
"99","7/23/2021 15:16","Zapatoca 20","5"
"99","7/23/2021 15:16","Bono virtual Crepes&Waffles 20","5"
"99","7/23/2021 15:16","Zapatoca 50","5"
"99","7/23/2021 15:16","Zapatoca 50","5"
"100","7/23/2021 16:56","Bono mercado Justo y Bueno 50 ","5"
"100","7/23/2021 16:57","Bono virtual Crepes&Waffles 10","5"
"101","7/24/2021 5:14","Combo hamburguesa el Corral ","5"
"101","7/24/2021 5:14","Combo hamburguesa el Corral ","5"
"101","7/24/2021 5:14","Combo hamburguesa el Corral ","5"
"102","7/24/2021 8:25","Bono virtual Crepes&Waffles 20","4"
"103","7/24/2021 10:07","Combo hamburguesa el Corral ","3"
"104","7/24/2021 10:17","Bono virtual Crepes&Waffles 30","5"
"105","7/24/2021 10:19","Restaurantes 50","1"
"106","7/24/2021 16:39","Bono mercado Justo y Bueno 50 ","5"
"106","7/24/2021 16:39","Bono mercado Justo y Bueno 50 ","5"
"107","7/24/2021 19:39","Bono virtual Crepes&Waffles 10","5"
"107","7/24/2021 19:40","Combo hamburguesa el Corral ","5"
"107","7/24/2021 19:40","Combo hamburguesa el Corral ","5"
"107","7/24/2021 19:40","Combo hamburguesa el Corral ","5"
"107","7/24/2021 19:40","Disfruta el mejor pollo asado","5"
"107","7/24/2021 19:40","Disfruta el mejor pollo asado","5"
"107","7/24/2021 19:40","Reto Turismo Compensar ","5"
"108","7/24/2021 20:54","hamburguesa Corral domicilio","5"
"108","7/24/2021 20:54","hamburguesa Corral domicilio","5"
"108","7/24/2021 20:55","hamburguesa Corral domicilio","5"
"108","7/24/2021 20:55","hamburguesa Corral domicilio","5"
"109","7/25/2021 17:33","Disfruta postres en familia 30","5"
"109","7/25/2021 17:34","Supermercados 50","5"
"109","7/25/2021 17:34","Supermercados 50","5"
"110","7/26/2021 11:08","Bono virtual Crepes&Waffles 30","5"
"110","7/26/2021 11:08","Bono virtual Crepes&Waffles 30","5"
"110","7/26/2021 11:08","Bono virtual Crepes&Waffles 30","5"
"110","7/26/2021 11:08","Bono virtual Crepes&Waffles 30","5"
"111","7/26/2021 11:29","hamburguesa Corral take out","4"
"111","7/26/2021 11:29","hamburguesa Corral take out","4"
"112","7/26/2021 14:17","Bono virtual Crepes&Waffles 20","5"
"112","7/26/2021 14:17","Bono virtual Crepes&Waffles 20","5"
"112","7/26/2021 14:17","Bono virtual Crepes&Waffles 20","5"
"112","7/26/2021 14:17","Bono virtual Crepes&Waffles 20","5"
"112","7/26/2021 14:17","Bono virtual Crepes&Waffles 20","5"
"112","7/26/2021 14:17","Bono virtual Crepes&Waffles 20","5"
"113","7/26/2021 19:27","Bono mercado Justo y Bueno 20 ","5"
"113","7/26/2021 19:28","Bono mercado Justo y Bueno 20 ","5"
"113","7/26/2021 19:28","Bono mercado Justo y Bueno 50 ","5"
"113","7/26/2021 19:28","Bono mercado Justo y Bueno 50 ","5"
"113","7/26/2021 19:28","Bono mercado Justo y Bueno 50 ","5"
"113","7/26/2021 19:28","Bono mercado Justo y Bueno 50 ","5"
"114","7/27/2021 14:55","Supermercados 50","5"
"114","7/27/2021 14:55","Supermercados 50","5"
"114","7/27/2021 14:55","hamburguesa Corral take out","4"
"114","7/27/2021 14:55","hamburguesa Corral take out","4"
"114","7/27/2021 14:55","hamburguesa Corral take out","4"
"52","7/27/2021 16:28","Combo hamburguesa el Corral ","5"
"52","7/27/2021 16:28","Combo hamburguesa el Corral ","5"
"52","7/27/2021 16:28","Combo hamburguesa el Corral ","5"
"52","7/27/2021 16:28","Combo hamburguesa el Corral ","5"
"115","7/27/2021 17:26","Zapatoca 30","3"
"115","7/27/2021 17:26","Zapatoca 30","3"
"115","7/27/2021 17:28","Zapatoca 50","3"
"116","7/27/2021 18:21","Farmacias 30","5"
"116","7/27/2021 18:21","Bono virtual Crepes&Waffles 10","5"
"116","7/27/2021 18:21","Bono virtual Crepes&Waffles 10","5"
"116","7/27/2021 18:21","Bono virtual Crepes&Waffles 10","5"
"116","7/27/2021 18:21","Bono virtual Crepes&Waffles 10","5"
"117","7/27/2021 19:18","Zapatoca 31","5"
"117","7/27/2021 19:18","Zapatoca 55","5"
"118","7/27/2021 20:27","Bono virtual Crepes&Waffles 30","5"
"118","7/27/2021 20:27","Bono virtual Crepes&Waffles 30","5"
"118","7/27/2021 20:27","Bono virtual Crepes&Waffles 30","5"
"118","7/27/2021 20:27","Bono virtual Crepes&Waffles 20","5"
"83","7/28/2021 8:53","Supermercados 50","5"
"83","7/28/2021 8:54","Restaurantes 30","5"
"83","7/28/2021 8:54","Restaurantes 30","5"
"119","7/28/2021 10:05","Restaurantes 50","4"
"119","7/28/2021 10:05","Postres 30","4"
"119","7/28/2021 10:05","Disfruta el mejor pollo asado","4"
"120","7/28/2021 10:28","Bono virtual Crepes&Waffles 30","5"
"120","7/28/2021 10:28","Bono virtual Crepes&Waffles 30","5"
"120","7/28/2021 10:28","Bono virtual Crepes&Waffles 30","5"
"120","7/28/2021 10:28","Bono virtual Crepes&Waffles 20","5"
"120","7/28/2021 10:28","Restaurantes 30","5"
"120","7/28/2021 10:28","Restaurantes 30","5"
"120","7/28/2021 10:28","Supermercados 50","5"
"121","7/28/2021 12:24","Restaurantes 50","4"
"121","7/28/2021 12:24","Bono virtual Crepes&Waffles 20","5"
"121","7/28/2021 12:24","Bono virtual Crepes&Waffles 20","5"
"121","7/28/2021 12:24","Bono virtual Crepes&Waffles 20","5"
"121","7/28/2021 12:24","Bono virtual Crepes&Waffles 20","5"
"121","7/28/2021 12:24","Bono virtual Crepes&Waffles 20","5"
"121","7/28/2021 12:24","Bono virtual Crepes&Waffles 20","5"
"121","7/28/2021 12:24","Bono virtual Crepes&Waffles 20","5"
"121","7/28/2021 12:24","Bono virtual Crepes&Waffles 20","5"
"121","7/28/2021 12:24","Bono virtual Crepes&Waffles 20","5"
"121","7/28/2021 12:24","Bono virtual Crepes&Waffles 20","5"
"121","7/28/2021 12:24","Bono virtual Crepes&Waffles 20","5"
"121","7/28/2021 12:24","Bono virtual Crepes&Waffles 20","5"
"121","7/28/2021 12:24","Bono virtual Crepes&Waffles 20","5"
"121","7/28/2021 12:24","Bono virtual Crepes&Waffles 20","5"
"121","7/28/2021 12:24","Bono virtual Crepes&Waffles 20","5"
"121","7/28/2021 12:24","Bono virtual Crepes&Waffles 20","5"
"121","7/28/2021 12:24","Supermercados 50","4"
"121","7/28/2021 12:24","Supermercados 50","4"
"121","7/28/2021 12:24","Supermercados 50","4"
"121","7/28/2021 12:24","Supermercados 50","4"
"121","7/28/2021 12:25","Supermercados 50","4"
"121","7/28/2021 12:25","Supermercados 50","4"
"122","7/28/2021 15:15","Bono virtual Crepes&Waffles 20","5"
"123","7/28/2021 16:55","Combo hamburguesa el Corral ","5"
"123","7/28/2021 16:55","RED Curs virt comunicandote","5"
"123","7/28/2021 16:56","Bono mercado Justo y Bueno 50 ","3"
"123","7/28/2021 16:57","RED Curs virt de baile danza a","1"
"123","7/28/2021 16:57","RED Taller virtual de defensa","1"
"123","7/28/2021 16:57","Combo hamburguesa el Corral ","5"
"123","7/28/2021 16:57","RED Curs virt comunicandote","5"
"124","7/28/2021 17:00","Disfruta el mejor pollo asado","5"
"124","7/28/2021 17:01","Disfruta el mejor pollo asado","5"
"124","7/28/2021 17:01","Disfruta el mejor pollo asado","5"
"124","7/28/2021 17:01","Disfruta el mejor pollo asado","5"
"124","7/28/2021 17:01","Disfruta el mejor pollo asado","5"
"125","7/28/2021 17:04","Bono virtual Crepes&Waffles 10","4"
"126","7/28/2021 17:20","Supermercados 50","5"
"126","7/28/2021 17:20","Supermercados 50","5"
"126","7/28/2021 17:21","Combo hamburguesa el Corral ","5"
"126","7/28/2021 17:21","Combo hamburguesa el Corral ","5"
"127","7/28/2021 17:30","Bono virtual Crepes&Waffles 30","5"
"127","7/28/2021 17:30","Bono virtual Crepes&Waffles 20","5"
"127","7/28/2021 17:30","Bono virtual Crepes&Waffles 30","5"
"128","7/28/2021 18:46","Bono mercado Justo y Bueno 50 ","5"
"128","7/28/2021 18:46","Bono virtual Crepes&Waffles 20","5"
"128","7/28/2021 18:47","Bono mercado Justo y Bueno 50 ","5"
"129","7/29/2021 10:06","Bono mercado Justo y Bueno 20 ","5"
"129","7/29/2021 10:06","Bono mercado Justo y Bueno 20 ","5"
"129","7/29/2021 10:06","hamburguesa Corral take out","5"
"129","7/29/2021 10:06","hamburguesa Corral take out","5"
"129","7/29/2021 10:06","hamburguesa Corral take out","5"
"129","7/29/2021 10:06","hamburguesa Corral take out","5"
"129","7/29/2021 10:06","Disfruta el mejor pollo asado","5"
"129","7/29/2021 10:06","Disfruta el mejor pollo asado","5"
"129","7/29/2021 10:06","Super combo de 3 cursos RED","5"
"129","7/29/2021 10:06","RED Plan memb clases grup virt","5"
"130","7/29/2021 10:20","Restaurantes 30","5"
"130","7/29/2021 10:20","Bono virtual Crepes&Waffles 20","5"
"131","7/29/2021 17:55","hamburguesa Corral take out","5"
"131","7/29/2021 17:55","Combo hamburguesa el Corral ","5"
"131","7/29/2021 17:55","Combo hamburguesa el Corral ","5"
"131","7/29/2021 17:55","Bono virtual Crepes&Waffles 30","5"
"131","7/29/2021 17:55","Bono virtual Crepes&Waffles 30","5"
"131","7/29/2021 17:55","Restaurantes 50","5"
"131","7/29/2021 17:55","Restaurantes 30","5"
"132","7/29/2021 20:50","Supermercados 50","2"
"132","7/29/2021 20:50","Supermercados 50","2"
"133","7/31/2021 10:10","Cafe 30 ifood","5"
"133","7/31/2021 10:10","Cafe 30 ifood","5"
"133","7/31/2021 10:10","Postres 30","5"
"133","7/31/2021 10:10","Postres 30","5"
"133","7/31/2021 10:10","Postres 30","5"
"133","7/31/2021 10:10","Postres 30","5"
"133","7/31/2021 10:10","Restaurantes 30","5"
"133","7/31/2021 10:10","Restaurantes 30","5"
"133","7/31/2021 10:10","Restaurantes 30","5"
"133","7/31/2021 10:10","Restaurantes 30","5"
"133","7/31/2021 10:10","Restaurantes 50","5"
"134","7/31/2021 13:07","Restaurantes 30","1"
"134","7/31/2021 13:07","Restaurantes 50","5"
"134","7/31/2021 13:08","Restaurantes 30","5"
"135","7/31/2021 15:58","Combo hamburguesa el Corral ","5"
"135","7/31/2021 15:58","Combo hamburguesa el Corral ","5"
"135","7/31/2021 15:58","Combo hamburguesa el Corral ","5"
"136","8/1/2021 7:23","Bono mercado Justo y Bueno 20 ","5"
"136","8/1/2021 7:23","Zapatoca 50","5"
"136","8/1/2021 7:23","Zapatoca 50","5"
"137","8/1/2021 9:57","Cafe 30 ifood","5"
"137","8/1/2021 9:57","Cafe 30 ifood","5"
"137","8/1/2021 9:57","Cafe 30 ifood","5"
"137","8/1/2021 9:57","Cafe 30 ifood","5"
"116","8/1/2021 10:05","Farmacias 30","5"
"116","8/1/2021 10:06","Postres 30","5"
"116","8/1/2021 10:06","Restaurantes 30","5"
"138","8/1/2021 10:24","Bono virtual Crepes&Waffles 20","5"
"138","8/1/2021 10:24","Restaurantes 50","5"
"138","8/1/2021 10:25","Restaurantes 50","5"
"138","8/1/2021 10:25","Supermercados 50","5"
"139","8/2/2021 10:18","Bono virtual Crepes&Waffles 30","4"
"139","8/2/2021 10:18","Combo hamburguesa el Corral ","4"
"139","8/2/2021 10:18","Combo hamburguesa el Corral ","4"
"139","8/2/2021 10:18","Combo hamburguesa el Corral ","4"
"139","8/2/2021 10:18","Disfruta el mejor pollo asado","5"
"140","8/2/2021 10:24","Bono mercado Justo y Bueno 30 ","5"
"140","8/2/2021 10:24","Disfruta el mejor pollo asado","5"
"140","8/2/2021 10:24","Disfruta el mejor pollo asado","5"
"140","8/2/2021 10:24","Restaurantes 50","5"
"140","8/2/2021 10:25","Restaurantes 50","5"
"140","8/2/2021 10:25","Restaurantes 30","5"
"140","8/2/2021 10:25","Restaurantes 30","5"
